"id","jobID","descript"
"920","244407","Translator"
"921","2445","Psihologi"
"922","244501","Psiholog"
"923","244502","Psihopedagog"
"924","2446","Specialisti in activitatea sociala"
"925","244601","Asistent social nivel superior"
"926","2447","Specislisti in relatii publice"
"927","244701","Specialist in relatii publice"
"928","245","SCRIITORI SI ARTISTI CREATORI, INTERPRETI SI ASIMILATI"
"929","2451","Scriitori, ziaristi si asimilati"
"930","245101","Caricaturist (studii superioare)"
"931","245102","Comentator publicist"
"932","245103","Corector (studii superioare)"
"933","245104","Corespondent special (in tara si strainatate)"
"934","245105","Corespondent radio"
"935","245106","Corespondent presa"
"936","245107","Critic de arta"
"937","245108","Editorialist"
"938","245109","Fotoreporter"
"939","245110","Lector presa / editura"
"940","245111","Poet"
"941","245112","Publicist comentator"
"942","245113","Redactor"
"943","245114","Reporter"
"944","245115","Reporter operator"
"945","245116","Scriitor"
"946","245117","Secretar de emisie"
"947","245118","Secretar  redactie (studii superioare)"
"948","245119","Secretar responsabil de agentie"
"949","245120","Sef agentie publicitate"
"950","245121","Tehnoredactor (studii superioare)"
"951","245122","Translator emisie"
"952","245123","Ziarist"
"953","245124","Critic literar"
"954","245125","Critic muzical"
"955","245126","Comentator radio TV"
"956","245127","Desenator artistic (studii superioare)"
"957","2452","Sculptori, pictori si asimilati"
"958","245201","Artist plastic"
"959","245202","Desenator film animatie"
"960","245203","Grafician"
"961","245204","Machetist"
"962","245205","Pictor"
"963","245206","Pictor scenograf"
"964","245207","Sculptor"
"965","245208","Sculptor papusi"
"966","245209","Restaurator tablouri"
"967","245210","Art director"
"968","2453","Compozitori, muzicieni si cantareti"
"969","245301","Acompaniator"
"970","245302","Artist liric"
"971","245303","Concert maestru"
"972","245304","Corepetitor"
"973","245305","Corist"
"974","245306","Dirijor"
"975","245307","Ilustrator muzical"
"976","245308","Maestru studii canto"
"977","245309","Instrumentist"
"978","245310","Maestru cor"
"979","245311","Referent muzical"
"980","245312","Secretar muzical"
"981","245313","Sef orchestra"
"982","245314","Solist instrumentist"
"983","245315","Solist vocal"
"984","245316","Sufleur opera"
"985","245317","Copiator note muzicale"
"986","2454","Coregrafi si dansatori"
"987","245401","Balerin"
"988","245402","Coregraf"
"989","245403","Maestru studii de balet"
"990","245404","Maestru de balet"
"991","245405","Solist balet"
"992","2455","Actori si regizori de film, teatru si alte spectacole"
"993","245501","Actor"
"994","245502","Actor manuitor de papusi"
"995","245503","Artist circ"
"996","245504","Consultant artistic"
"997","245505","Corector transmisie"
"998","245506","Instructor film"
"999","245507","Instructor retea cinematografica"
"1000","245508","Lector scenarii"
"1001","245509","Macheur"
"1002","245510","Peruchier"
"1003","245511","Producator delegat film"
"1004","245512","Realizator emisiuni RTV"
"1005","245513","Regizor artistic"
"1006","245514","Regizor emisie"
"1007","245515","Regizor studio"
"1008","245516","Regizor sunet"
"1009","245517","Regizor tehnic"
"1010","245517","Secretar sef productie film"
"1011","245519","Sufleur teatru"
"1012","246","MEMBRII AI CLERULUI"
"1013","2460","Membrii ai clerului"
"1014","246001","Arhiepiscop"
"1015","246002","Arhiereu vicar"
"1016","246003","Arhondar"
"1017","246004","Cantor"
"1018","246005","Capelan"
"1019","246006","Cardinal"
"1020","246007","Chevrasames"
"1021","246008","Cantaret bisericesc"
"1022","246009","Consilier culte"
"1023","246010","Conducator arhiepiscopal"
"1024","246011","Diacon"
"1025","246012","Episcop"
"1026","246013","Exarh"
"1027","246014","Haham"
"1028","246015","Harmonist"
"1029","246016","Hatip"
"1030","246017","Imam"
"1031","246018","Inspector culte"
"1032","246019","Majghian"
"1033","246020","Melamed"
"1034","246021","Mitropolit"
"1035","246022","Muezin"
"1036","246023","Muftiu"
"1037","246024","Organist"
"1038","246025","Pastor"
"1039","246026","Patriarh"
"1040","246027","Preot"
"1041","246028","Presedinte culte"
"1042","246029","Protopop"
"1043","246030","Provicar"
"1044","246031","Rabin"
"1045","246032","Secretar culte"
"1046","246033","Staret - stareta"
"1047","246034","Treibar"
"1048","246035","Vestitor"
"1049","246036","Vicar"
"1050","247","SPECIALISTI IN ADMINISTRATIA PUBLICA"
"1051","2470","Specialisti in administratia publica"
"1052","247001","Consilier administratie publica"
"1053","247002","Expert administratia publica"
"1054","247003","Inspector specialitate in administratia publica"
"1055","247004","Referent de specialitate administratia publica"
"1056","248","CERCETATORI SI ASISTENTI DE CERCETARE IN STIINTE FIZICE SI CHIMICE"
"1057","2481","Cercetatori si asistenti de cercetare in fizica si astronomie"
"1058","248101","Cercetator in fizica"
"1059","248102","Asistent de cercetare in fizica"
"1060","248103","Cercetator in fizica chimie"
"1061","248104","Asistent de cercetare in fizica chimie"
"1062","248105","Cercetator in fizica tehnologica"
"1063","248106","Asistent de cercetare in fizica tehnologica"
"1064","248107","Cercetator in astronomie"
"1065","248108","Asistent de cercetare in astronomie"
"1066","2482","Cercetatori si asistenti de cercetare in meteorologie"
"1067","248201","Cercetator in meteorologie"
"1068","248202","Asistent de cercetare in meteorologie"
"1069","2483","Cercetatori si asistenti de cercetare in chimie"
"1070","248301","Cercetator in chimie"
"1071","248302","Asistent de cercetare in chimie"
"1072","248303","Cercetator in biochimie tehnologica"
"1073","248304","Asistent de cercetare in biochimie tehnologica"
"1074","248305","Cercetator in chimie fizica"
"1075","248306","Asistent de cercetare in chimie fizica"
"1076","2484","Cercetatori si asistenti de cercetare in geologie si geofizica"
"1077","248401","Asistent de cercetare in geologie tehnica"
"1078","248401","Cercetator in geologie"
"1079","248402","Asistent de cercetare in geologie"
"1080","248403","Cercetator in geologie tehnica"
"1081","248405","Cercetator in geofizica"
"1082","248406","Asistent de cercetare in geofizica"
"1083","248407","Cercetator in mineralogia tehnica si experimentala"
"1084","248408","Asistent de cercetare in mineralogia tehnica si experimentala"
"1085","248409","Cercetator in geochimie"
"1086","248410","Asistent de cercetare in geochimie"
"1087","248411","Cercetator in geologie petroliera"
"1088","248412","Asistent de cercetare in geologie petroliera"
"1089","249","CERCETATORI SI ASISTENTI DE CERCETARE IN MATEMATICA SI STATISTICA"
"1090","2491","Cercetatori si asistenti de cercetare in matematica"
"1091","249101","Cercetator in matematica"
"1092","249102","Asistent de cercetare in matematica"
"1093","249103","Cercetator in matematica mecanica"
"1094","249104","Asistent de cercetare in matematica mecanica"
"1095","249105","Cercetator in matematica aplicata"
"1096","249106","Asistent de cercetare in matematica aplicata"
"1097","249107","Cercetator in matematica  fizica"
"1098","249108","Asistent de cercetare in matematica fizica"
"1099","249109","Cercetator in matematica informatica"
"1100","249110","Asistent de cercetare in matematica informatica"
"1101","2492","Cercetatori si asistenti de cercetare in statistica"
"1102","249201","Cercetator in statistica"
"1103","249202","Asistent de cercetare in statistica"
"1104","249203","Cercetator in demografie"
"1105","249204","Asistent de cercetare in demografie"
"1106","250","CERCETATORI SI ASISTENTI DE CERCETARE IN INFORMATICA"
"1107","2501","Cercetatori si asistenti de cercetare in informatica"
"1108","250101","Cercetator in informatica"
"1109","250102","Asistent de cercetare in informatica"
"1110","251","CERCETATORI, INGINERI DE CERCETARE SI ASISTENTI DE CERCETARE  IN STIINTE TEHNICE"
"1111","2511","Cercetatori si asistenti de cercetare in arhitectura si urbanism"
"1112","251101","Cercetator in arhitectura"
"1113","251102","Asistent de cercetare in arhitectura"
"1114","251103","Cercetator in arte plastice-design industrial"
"1115","251104","Asistent de cercetare in arte plastice-design industrial"
"1116","251105","Cercetator in arte plastice-textile (tapiserie, cotexturi, moda, imprimeuri)"
"1117","251106","Asistent de cercetare in arte plastice-textile (tapiserie, cotexturi, moda, imprimeuri)"
"1118","251107","Cercetator in arte plastice-sticla, ceramica, metal"
"1119","251108","Asistent de cercetare in arte plastice-sticla, ceramica,  metal"
"1120","2512","Cercetatori, ingineri de cercetare si asistenti de cercetare in constructii"
"1121","251201","Cercetator in constructii civile, industriale si agricole"
"1122","251202","Inginer de cercetare in constructii civile, industriale si agricole"
"1123","251203","Asistent de cercetare in constructii civile, industriale si agricole"
"1124","251204","Cercetator in constructii de cai ferate drumuri si poduri"
"1125","251205","Inginer de cercetare in constructii de cai ferate, drumuri"
"1126","251206","Asistent de cercetare in constructii de cai ferate drumuri si poduri"
"1127","251207","Cercetator in constructii hidrotehnice"
"1128","251208","Inginer de cercetare in constructii hidrotehnice"
"1129","251209","Asistent de cercetare in constructii hidrotehnice"
"1130","251210","Inginer de cercetare in ingineria sanitara si protectia mediului"
"1131","251211","Cercetator in constructii miniere"
"1132","251212","Inginer de cercetare in constructii miniere"
"1133","251213","Asistent de cercetare in constructii miniere"
"1134","251214","Cercetator in instalatii"
"1135","251215","Inginer de cercetare in instalatii"
"1136","251216","Asistent de cercetare in instalatii"
"1137","2513","Cercetatori, ingineri de cercetare si asistenti de cercetare in energetica si electrotehnica"
"1138","251301","Cercetator in electrotehnica"
"1139","251302","Inginer de cercetare in electrotehnica"
"1140","251303","Asistent de cercetare in electrotehnica"
"1141","251304","Cercetator in electrofizica"
"1142","251305","Inginer de cercetare in electrofizica"
"1143","251306","Asistent de cercetare in electrofizica"
"1144","251307","Cercetator in metrologie"
"1145","251308","Inginer de cercetare in metrologie"
"1146","251309","Asistent de cercetare in metrologie"
"1147","251310","Cercetator in electromecanica"
"1148","251311","Inginer de cercetare in electromecanica"
"1149","251312","Asistent de cercetare in electromecanica"
"1150","251313","Cercetator roboti industriali"
"1151","251314","Inginer de cercetare roboti industriali"
"1152","251315","Asistent de cercetare roboti industriali"
"1153","251316","Cercetator in centrale termoelectrice"
"1154","251317","Inginer de cercetare in centrale termoelectrice"
"1155","251318","Asistent de cercetare in centrale termoelectrice"
"1156","251319","Cercetator in centrale nuclearo electrice"
"1157","251320","Inginer de cercetare in centrale nuclearo-electrice"
"1158","251321","Asistent de cercetare in centrale nuclearo-electrice"
"1159","251322","Cercetator in electroenergetica"
"1160","251323","Inginer de cercetare in electroenergetica"
"1161","251324","Asistent de cercetare in electroenergetica"
"1162","251325","Cercetator in centrale hidroelectrice in ingineria mediului"
"1163","251326","Inginer de cercetare in centrale hidroelectrice in ingineria mediului"
"1164","251327","Asistent de cercetare in centrale hidroelectrice in ingineria mediului"
"1165","251328","Cercetator in energetica industriala"
"1166","251329","Inginer de cercetare in energetica industriala"
"1167","251330","Asistent de cercetare in energetica industriala"
"1168","2514","Cercetatori, ingineri de cercetare si asistenti de cercetare in electronica, transporturi si telecom"
"1169","251401","Cercetator in electronica aplicata"
"1170","251402","Inginer de cercetare in electronica aplicata"
"1171","251403","Asistent de cercetare in electronica aplicata"
"1172","251404","Cercetator in comunicatii"
"1173","251405","Inginer de cercetare in comunicatii"
"1174","251406","Asistent de cercetare in comunicatii"
"1175","251407","Cercetator in microelectronica"
"1176","251408","Inginer de cercetare in microelectronica"
"1177","251409","Asistent de cercetare in microelectronica"
"1178","251410","Cercetator in telecomenzi si electronica in transporturi"
"1179","251411","Inginer de cercetare in telecomenzi si electronica in transporturi"
"1180","251412","Asistent de cercetare in telecomenzi si electronica in transporturi"
"1181","251413","Cercetator in calculatoare"
"1182","251414","Inginer de cercetare in calculatoare"
"1183","251415","Asistent de cercetare in calculatoare"
"1184","251416","Cercetator in automatica"
"1185","251417","Inginer de cercetare in automatica"
"1186","251418","Asistent de cercetare in automatica"
"1187","2515","Cercetatori, ingineri de cercetare si asistenti de cercetare in mecanica"
"1188","251501","Cercetator de aeronave"
"1189","251502","Inginer de cercetare de aeronave"
"1190","251503","Asistent de cercetare de aeronave"
"1191","251504","Cercetator in constructii aerospatiale"
"1192","251505","Inginer de cercetare in constructii aerospatiale"
"1193","251506","Asistent de cercetare in constructii aerospatiale"
"1194","251507","Cercetator in sisteme de propulsie"
"1195","251508","Inginer de cercetare in sisteme de propulsie"
"1196","251509","Asistent de cercetare in sisteme de propulsie"
"1197","251510","Cercetator in echipamente si instalatii bord"
"1198","251511","Inginer de cercetare in echipamente si instalatii bord"
"1199","251512","Asistent de cercetare in echipamente si instalatii bord"
"1200","251513","Cercetator in masini si echipamente termice"
"1201","251514","Inginer de cercetare in masini si echipamente termice"
"1202","251515","Asistent de cercetare in masini si echipamente termice"
"1203","251516","Cercetator in masini hidraulice si pneumatice"
"1204","251517","Inginer de cercetare in masini hidraulice si pneumatice"
"1205","251518","Asistent de cercetare in masini hidraulice si pneumatice"
"1206","251519","Cercetator in echipamente de proces"
"1207","251520","Inginer de cercetare in echipamente de proces"
"1208","251521","Asistent de cercetare in echipamente de proces"
"1209","251522","Cercetator in mecanica fina"
"1210","251523","Inginer de cercetare in mecanica fina"
"1211","251524","Asistent de cercetare in mecanica fina"
"1212","251525","Cercetator in tehnologia constructiilor de masini"
"1213","251526","Inginer de cercetare in tehnologia constructiilor de masini"
"1214","251527","Asistent de cercetare in tehnologia constructiilor de masini"
"1215","251528","Cercetator in constructii de masini agricole"
"1216","251529","Inginer de cercetare in constructii de masini agricole"
"1217","251530","Asistent de cercetare in constructii de masini agricole"
"1218","251531","Cercetator in autovehicule rutiere"
"1219","251532","Inginer de cercetare in autovehicule rutiere"
"1220","251533","Asistent de cercetare in autovehicule rutiere"
"1221","251534","Cercetator in utilaje si instalatii portuare"
"1222","251535","Inginer de cercetare in utilaje si instalatii portuare"
"1223","251536","Asistent de cercetare in utilaje si instalatii portuare"
"1224","251537","Cercetator in utilaje si tehnologia ambalarii"
"1225","251538","Inginer de cercetare in utilaje si tehnologia ambalarii"
"1226","251539","Asistent de cercetare in utilaje si tehnologia ambalarii"
"1227","251540","Cercetator in creatia tehnica in constructia de masini"
"1228","251541","Inginer de cercetare in creatia tehnica in constructia de masini"
"1229","251542","Asistent de cercetare in creatia tehnica in constructia de masini"
"1230","251543","Cercetator in masini si instalatii mecanice"
"1231","251544","Inginer de cercetare in masini si instalatii mecanice"
"1232","251545","Asistent de cercetare in masini si instalatii mecanice"
"1233","251546","Cercetator in instalatii si utilaje pentru transportul si depozitarea produselor petroliere"
"1234","251547","Inginer de cercetare in instalatii si utilaje pentru transportul, depozitarea produselor petroliere"
"1235","251548","Asistent de cercetare in instalatii si utilaje pentru depozitarea produselor petroliere"
"1236","251549","Cercetator in tehnologie si echipamente neconventionale"
"1237","251550","Inginer de cercetare in tehnologie si echipamente neconventionale"
"1238","251551","Asistent de cercetare in tehnologie si echipamente neconventionale"
"1239","2516","Cercetatori, ingineri de cercetare si asistenti de cercetare in petrochimie si chimie industriala"
"1240","251601","Cercetator in tehnologia substantelor anorganice"
"1241","251602","Inginer de cercetare in tehnologia substantelor anorganice"
"1242","251603","Asistent de cercetare in tehnologia substantelor anorganice"
"1243","251604","Cercetator in tehnologia substantelor organice"
"1244","251605","Inginer de cercetare in tehnologia substantelor organice"
"1245","251606","Asistent de cercetare in tehnologia substantelor organice"
"1246","251607","Cercetator in petrochimie si carbochimie"
"1247","251608","Inginer de cercetare in petrochimie si carbochimie"
"1248","251609","Asistent de cercetare in petrochimie si carbochimie"
"1249","251610","Cercetator in tehnologia compusilor macro-moleculari"
"1250","251611","Inginer de cercetare in tehnologia compusilor macro-moleculari"
"1251","251612","Asistent de cercetare in tehnologia compusilor macro-moleculari"
"1252","251613","Cercetator in tehnologia celulozei, hartiei, poligrafiei sifibrelor"
"1253","251614","Inginer de cercetare in tehnologia celulozei, hartiei, poligrafiei si fibrelor"
"1254","251615","Asistent de cercetare in tehnologia celulozei, hartiei, poligrafiei si fibrelor"
"1255","2517","Cercetatori, ingineri de cercetare si asistenti de cercetare in minerit, petrol si metalurgie"
"1256","251701","Cercetator in exploatari miniere"
"1257","251702","Inginer de cercetare in exploatari miniere"
"1258","251703","Asistent de cercetare in exploatari miniere"
"1259","251704","Cercetator in prepararea substantelor minerale utile"
"1260","251705","Inginer de cercetare in prepararea substantelor minerale  utile"
"1261","251706","Asistent de cercetare in prepararea substantelor minerale utile"
"1262","251707","Cercetator in petrol (extractie -prospectie)"
"1263","251708","Inginer de cercetare in petrol (extractie -prospectie)"
"1264","251709","Asistent de cercetare in petrol (extractie -prospectie)"
"1265","251710","Cercetator in topografie miniera"
"1266","251711","Inginer de cercetare in topografie miniera"
"1267","251712","Asistent de cercetare in topografie miniera"
"1268","251713","Cercetator in ingineria proceselor siderurgice"
"1269","251714","Inginer de cercetare in ingineria proceselor siderurgice"
"1270","251715","Asistent de cercetare in ingineria proceselor siderurgice"
"1271","251716","Cercetator in metalurgia neferoasa"
"1272","251717","Inginer de cercetare in metalurgia neferoasa"
"1273","251718","Asistent de cercetare in metalurgia neferoasa"
"1274","251719","Cercetator in turnarea metalelor"
"1275","251720","Inginer de cercetare in turnarea metalelor"
"1276","251721","Asistent de cercetare in turnarea metalelor"
"1277","251722","Cercetator in prelucrari plastice si tratamente termice"
"1278","251723","Inginer de cercetare in prelucrari plastice si tratamente termice"
"1279","251724","Asistent de cercetare in prelucrari plastice si tratamente termice"
"1280","251725","Cercetator in stiinta materialelor"
"1281","251726","Inginer de cercetare in stiinta materialelor"
"1282","251727","Asistent de cercetare in stiinta materialelor"
"1283","251728","Cercetator in tehnologii carbochimice"
"1284","251729","Inginer de cercetare in tehnologii carbochimice"
"1285","251730","Asistent de cercetare in tehnologii carbochimice"
"1286","2518","Cercetatori, ingineri de cercetare si asistenti de cercetare in geodezie"
"1287","251801","Cercetator in geodezie"
"1288","251802","Inginer de cercetare in geodezie"
"1289","251803","Asistent de cercetare in geodezie"
"1290","251804","Cercetator in cadastru"
"1291","251805","Inginer de cercetare in cadastru"
"1292","251806","Asistent de cercetare in cadastru"
"1293","252","CERCETATORI, INGINERI DE CERCETARE SI ASISTENTI DE CERCETARE  IN DOMENIUL TEXTILE, PIELARIE, INDUSTR"
"1294","2521","Cercetatori, ingineri de cercetare si asistenti de cercetare in textile-pielarie"
"1295","252101","Cercetator in filatura-tesatorie"
"1296","252102","Inginer de cercetare in filatura-tesatorie"
"1297","252103","Asistent de cercetare in filatura-tesatorie"
"1298","252104","Cercetator in tricotaje-confectii textile"
"1299","252105","Inginer de cercetare in tricotaje-confectii textile"
"1300","252106","Asistent de cercetare in tricotaje-confectii textile"
"1301","252107","Cercetator in tehnologia chimica a produselor textile, pielii, blanurilor si inlocuitorilor"
"1302","252108","Inginer de cercetare in tehnologia chimica a produselor textile, pielii, blanurilor si inlocuitorilo"
"1303","252109","Asistent de cercetare in tehnologia chimica a produselor textile, pielii, blanurilor si inlocuitoril"
"1304","252110","Cercetator in confectii din piele si inlocuitori"
"1305","252111","Inginer de cercetare in confectii din piele si inlocuitori"
"1306","252112","Asistent de cercetare in confectii din piele si inlocuitori"
"1307","2522","Cercetatori, ingineri de cercetare si asistenti de cercetare in industria alimentara"
"1308","252201","Cercetator in tehnologia prelucrarii produselor agricole"
"1309","252202","Inginer de cercetare in tehnologia prelucrarii produselor agricole"
"1310","252203","Asistent de cercetare in tehnologia prelucrarii produselor agricole"
"1311","252204","Cercetator in controlul calitatii produselor alimentare"
"1312","252205","Inginer de cercetare in controlul calitatii produseloralimentare"
"1313","252206","Asistent de cercetare in controlul calitatii produseloralimentare"
"1314","252207","Cercetator in pescuit si acvacultura"
"1315","252208","Inginer de cercetare in pescuit si acvacultura"
"1316","252209","Asistent de cercetare in pescuit si acvacultura"
"1317","253","CERCETATORI, INGINERI DE CERCETARE SI ASISTENTI DE CERCETARE  IN DOMENIUL LEMNULUI SI MATERIALELOR O"
"1318","2531","Cercetatori, ingineri de cercetare si asistenti de cercetare in domeniul lemnului"
"1319","253101","Cercetator in exploatari forestiere"
"1320","253102","Inginer de cercetare in exploatari forestiere"
"1321","253103","Asistent de cercetare in exploatari forestiere"
"1322","253104","Inginer de cercetare in proiectarea mobilei si produselor finite din lemn"
"1323","253105","Cercetator in prelucrarea lemnului"
"1324","253106","Inginer de cercetare in prelucrarea lemnului"
"1325","253107","Asistent de cercetare in prelucrarea lemnului"
"1326","2532","Cercetatori, ingineri de cercetare si asistenti de cercetare in domeniul materialelor oxidice"
"1327","253201","Cercetator in stiinta si ingineria materialelor oxidice"
"1328","253202","Inginer de cercetare in ingineria materialelor oxidice"
"1329","253203","Asistent de cercetare in ingineria materialelor oxidice"
"1330","254","CERCETATORI, INGINERI DE CERCETARE SI ASISTENTI DE CERCETARE  IN STIINTELE VIETII"
"1331","2541","Cercetatori, ingineri de cercetare si asistenti de cercetare in bacteriologie, botanica, zoologie, m"
"1332","254101","Cercetator in biologie"
"1333","254102","Asistent de cercetare in biologie"
"1334","254103","Cercetator in microbiologie-bacteriologie"
"1335","254104","Asistent de cercetare in microbiologie-bacteriologie"
"1336","254105","Cercetator in biologie chimie"
"1337","254106","Asistent de cercetare in biologie chimie"
"1338","254107","Cercetator in botanica"
"1339","254108","Asistent de cercetare in botanica"
"1340","254109","Cercetator in domeniul zoologic"
"1341","254110","Asistent de cercetare in domeniul zoologic"
"1342","254111","Cercetator in ecologie si protectia mediului"
"1343","254112","Asistent de cercetare in ecologie si protectia mediului"
"1344","2542","Cercetatori, ingineri de cercetare si asistenti de cercetare in anatomie, biochimie, biofizica, farm"
"1345","254201","Cercetator stiintific in bacteriologie, microbiochimie, farmacologie"
"1346","254202","Asistent de cercetare in bacteriologie, microbiologie, biochimie, farmacologie"
"1347","2543","Cercetatori, ingineri de cercetare si asistenti de cercetare in agricultura, zootehnie si silvicultu"
"1348","254301","Cercetator in agricultura"
"1349","254302","Inginer de cercetare in agricultura"
"1350","254303","Asistent de cercetare in agricultura"
"1351","254304","Cercetator in pedologie-agrochimie"
"1352","254305","Inginer de cercetare in pedologie-agrochimie"
"1353","254306","Asistent de cercetare in pedologie-agrochimie"
"1354","254307","Cercetator in horticultura"
"1355","254308","Inginer de cercetare in horticultura"
"1356","254309","Asistent de cercetare in horticultura"
"1357","254310","Cercetator in agromontanologie"
"1358","254311","Inginer de cercetare in agromontanologie"
"1359","254312","Asistent de cercetare in agromontanologie"
"1360","254313","Cercetator in ingineria genetica"
"1361","254314","Asistent de cercetare in ingineria genetica"
"1362","254315","Cercetator in silvicultura"
"1363","254316","Inginer de cercetare in silvicultura"
"1364","254317","Asistent de cercetare in silvicultura"
"1365","254318","Cercetator in zootehnie"
"1366","254319","Asistent de cercetare in zootehnie"
"1367","254320","Cercetator in biotehnologie pentru agricultura"
"1368","254321","Asistent de cercetare in biotehnologie pentru agricultura"
"1369","255","CERCETATORI SI ASISTENTI DE CERCETARE IN MEDICINA"
"1370","2551","Cercetatori si asistenti de cercetare in medicina"
"1371","255101","Cercetator in medicina generala"
"1372","255102","Asistent de cercetare in medicina generala"
"1373","255103","Cercetator in medicina traditionala"
"1374","255104","Asistent de cercetare in medicina traditionala"
"1375","255105","Cercetator in fiziokinetoterapie"
"1376","255106","Asistent de cercetare in fiziokinetoterapie"
"1377","2552","Cercetatori si asistenti de cercetare in medicina stomatologica"
"1378","255201","Cercetator in medicina stomatologica"
"1379","255202","Asistent de cercetare in medicina stomatologica"
"1380","2553","Cercetatori si asistenti de cercetare in medicina veterinara"
"1381","255301","Cercetator in medicina veterinara"
"1382","255302","Asistent de cercetare in medicina veterinara"
"1383","255401","Cercetator in educatie fizica si sport"
"1384","255402","Asistent de cercetare in educatie fizica si sport"
"1385","2559","Cercetatori si asistenti de cercetare in educatie fizica si sport"
"1386","256","CERCETATORI SI ASISTENTI DE CERCETARE IN DOMENIUL FINANCIAR  BANCAR"
"1387","2560","Cercetatori si asistenti de cercetare in domeniul financiar-bancar"
"1388","256001","Cercetator in finante-banci"
"1389","256002","Asistent de cercetare in finante-banci"
"1390","256003","Cercetator in gestiune, contabilitate,control, financiar"
"1391","256004","Asistent de cercetare in gestiune, contabilitate,control, financiar"
"1392","257","CERCETATORI SI ASISTENTI DE CERCETARE IN DOMENIUL STIINTELOR  JURIDICE"
"1393","2570","Cercetatori si asistenti de cercetare in domeniul stiintelor juridice"
"1394","257001","Cercetator in domeniul stiintelor juridice"
"1395","257002","Asistent de cercetare in domeniul stiintelor juridice"
"1396","258","CERCETATORI SI ASISTENTI DE CERCETARE IN STIINTE ECONOMICE,  SOCIALE SI UMANISTICE"
"1397","2581","Cercetatori si asistenti de cercetare in domeniul economic"
"1398","258101","Cercetator economist in management"
"1399","258102","Asistent de cercetare economist in management"
"1400","258103","Cercetator economist in economia mediului"
"1401","258104","Asistent de cercetare economist in economia mediului"
"1402","258105","Cercetator economist in economia generala"
"1403","258106","Asistent de cercetare economist in economia generala"
"1404","258107","Cercetator economist in economie agro-alimentara"
"1405","258108","Asistent de cercetare economist in economie agro-alimentara"
"1406","258109","Cercetator economist in marketing"
"1407","258110","Asistent de cercetare economist in marketing"
"1408","258111","Cercetator economist in relatii economice internationale"
"1409","258112","Asistent de cercetare economist in relatii economice internationale"
"1410","258113","Cercetator economist in gestiunea economica"
"1411","258114","Asistent de cercetare economist in gestiunea economica"
"1412","2582","Cercetatori si asistenti de cercetare in sociologie, antropologie, arheologie si geografie"
"1413","258201","Cercetator in sociologie"
"1414","258202","Asistent de cercetare in sociologie"
"1415","258203","Cercetator in antropologie"
"1416","258204","Asistent de cercetare in antropologie"
"1417","258205","Cercetator in geografie"
"1418","258206","Asistent de cercetare in geografie"
"1419","258207","Cercetator in asistenta sociala"
"1420","258208","Asistent de cercetare in asistenta sociala"
"1421","258209","Cercetator in arheologie"
"1422","258210","Asistent de cercetare in arheologie"
"1423","258211","Cercetator in etnologie"
"1424","258212","Asistent de cercetare in etnologie"
"1425","2583","Cercetatori si asistenti de cercetare in filozofie, istorie si politologie"
"1426","258301","Cercetator in filozofie"
"1427","258302","Asistent de cercetare in filozofie"
"1428","258303","Cercetator in istorie"
"1429","258304","Asistent de cercetare in istorie"
"1430","258305","Cercetator in stiintele politice"
"1431","258306","Asistent de cercetare in stiintele politice"
"1432","2584","Cercetatori si asistenti de cercetare in lingvistica si filologie"
"1433","258401","Cercetator in lingvistica"
"1434","258402","Asistent de cercetare in lingvistica"
"1435","258403","Cercetator in filologie"
"1436","258404","Asistent de cercetare in filologie"
"1437","2585","Cercetatori si asistenti de cercetare in psihologie"
"1438","258501","Cercetator in psihologie"
"1439","258502","Asistent de cercetare in psihologie"
"1440","258503","Cercetator in psihopedagogie speciala"
"1441","258504","Asistent de cercetare in psihopedagogie speciala"
"1442","3","TEHNICIENI, MAISTRI SI ASIMILATI"
"1443","31","TEHNICIENI IN DOMENIUL FIZICII SI TEHNICII"
"1444","311","TEHNICIENI IN DOMENIUL FIZICII, CHIMIEI SI TEHNICII (EXCLUSIV CEI DIN INDUSTRIA TEXTILA, PIELARIE, A"
"1445","3111","Tehnicieni in fizica si chimie"
"1446","311101","Laborant chimist"
"1447","311102","Tehnician chimist"
"1448","311103","Laborant determinari fizico-mecanice"
"1449","311104","Tehnician determinari fizico-mecanice"
"1450","311105","Laborant determinari geologice si geotehnice"
"1451","311106","Laborant tehnica nucleara"
"1452","311107","Tehnician meteorolog"
"1453","311108","Tehnician geolog"
"1454","311109","Tehnician hidrometru"
"1455","311110","Prospector - prospectii geologice, geofizice"
"1456","311111","Tehnician hidrolog"
"1457","311112","Tehnician hidrogeolog"
"1458","311113","Laborant operator centrale termice"
"1459","3112","Tehnicieni constructori"
"1460","311201","Maistru constructii civile, industriale si agricole"
"1461","311202","Maistru normator"
"1462","311203","Tehnician constructor"
"1463","311204","Tehnician hidroamelioratii"
"1464","311205","Tehnician hidrotehnic"
"1465","311206","Tehnician topometrist"
"1466","311207","Tehnician proiectant constructii"
"1467","311208","Maistru instalator in constructii"
"1468","311209","Tehnician instalatii in constructii"
"1469","3113","Tehnicieni energeticieni si electricieni"
"1470","311301","Dispecer gestiune uraniu"
"1471","311302","Maistru electromecanic"
"1472","311303","Maistru energetician/electrician"
"1473","311304","Tehnician electro-energetician, termo-energetician"
"1474","311305","Tehnician electromecanic"
"1475","311306","Tehnician electrician"
"1476","311306","Tehnician energetician"
"1477","311307","Tehnician proiectant electrician"
